date,category,product,units
2025-12-01,Grocery,GR-Snacks,817
2025-12-08,Grocery,GR-Snacks,1023
2025-12-15,Grocery,GR-Snacks,938
2025-12-22,Grocery,GR-Snacks,951
2023-01-02,Grocery,GR-Beverages,1057
2023-01-09,Grocery,GR-Beverages,1031
2023-01-16,Grocery,GR-Beverages,1034
2023-01-23,Grocery,GR-Beverages,1149
2023-01-30,Grocery,GR-Beverages,910
2023-02-06,Grocery,GR-Beverages,902
2023-02-13,Grocery,GR-Beverages,988
2023-02-20,Grocery,GR-Beverages,807
2023-02-27,Grocery,GR-Beverages,1014
2023-03-06,Grocery,GR-Beverages,833
2023-03-13,Grocery,GR-Beverages,968
2023-03-20,Grocery,GR-Beverages,877
2023-03-27,Grocery,GR-Beverages,860
2023-04-03,Grocery,GR-Beverages,810
2023-04-10,Grocery,GR-Beverages,971
2023-04-17,Grocery,GR-Beverages,870
2023-04-24,Grocery,GR-Beverages,812
2023-05-01,Grocery,GR-Beverages,946
2023-05-08,Grocery,GR-Beverages,911
2023-05-15,Grocery,GR-Beverages,970
2023-05-22,Grocery,GR-Beverages,928
2023-05-29,Grocery,GR-Beverages,1001
2023-06-05,Grocery,GR-Beverages,1031
2023-06-12,Grocery,GR-Beverages,1025
2023-06-19,Grocery,GR-Beverages,930
2023-06-26,Grocery,GR-Beverages,1112
2023-07-03,Grocery,GR-Beverages,1207
2023-07-10,Grocery,GR-Beverages,1163
2023-07-17,Grocery,GR-Beverages,1230
2023-07-24,Grocery,GR-Beverages,1245
2023-07-31,Grocery,GR-Beverages,1179
2023-08-07,Grocery,GR-Beverages,1318
2023-08-14,Grocery,GR-Beverages,1228
2023-08-21,Grocery,GR-Beverages,1179
2023-08-28,Grocery,GR-Beverages,1172
2023-09-04,Grocery,GR-Beverages,1391
2023-09-11,Grocery,GR-Beverages,1373
2023-09-18,Grocery,GR-Beverages,1375
2023-09-25,Grocery,GR-Beverages,1271
2023-10-02,Grocery,GR-Beverages,1157
2023-10-09,Grocery,GR-Beverages,1394
2023-10-16,Grocery,GR-Beverages,1309
2023-10-23,Grocery,GR-Beverages,1255
2023-10-30,Grocery,GR-Beverages,1244
2023-11-06,Grocery,GR-Beverages,1234
2023-11-13,Grocery,GR-Beverages,1106
2023-11-20,Grocery,GR-Beverages,1304
2023-11-27,Grocery,GR-Beverages,1290
2023-12-04,Grocery,GR-Beverages,1280
2023-12-11,Grocery,GR-Beverages,1153
2023-12-18,Grocery,GR-Beverages,1057
2023-12-25,Grocery,GR-Beverages,1024
2024-01-01,Grocery,GR-Beverages,1081
2024-01-08,Grocery,GR-Beverages,1209
2024-01-15,Grocery,GR-Beverages,1120
2024-01-22,Grocery,GR-Beverages,1029
2024-01-29,Grocery,GR-Beverages,1035
2024-02-05,Grocery,GR-Beverages,1035
2024-02-12,Grocery,GR-Beverages,963
2024-02-19,Grocery,GR-Beverages,955
2024-02-26,Grocery,GR-Beverages,937
2024-03-04,Grocery,GR-Beverages,873
2024-03-11,Grocery,GR-Beverages,828
2024-03-18,Grocery,GR-Beverages,856
2024-03-25,Grocery,GR-Beverages,957
2024-04-01,Grocery,GR-Beverages,788
2024-04-08,Grocery,GR-Beverages,860
2024-04-15,Grocery,GR-Beverages,866
2024-04-22,Grocery,GR-Beverages,902
2024-04-29,Grocery,GR-Beverages,882
2024-05-06,Grocery,GR-Beverages,975
2024-05-13,Grocery,GR-Beverages,917
2024-05-20,Grocery,GR-Beverages,960
2024-05-27,Grocery,GR-Beverages,1029
2024-06-03,Grocery,GR-Beverages,906
2024-06-10,Grocery,GR-Beverages,1106
2024-06-17,Grocery,GR-Beverages,1129
2024-06-24,Grocery,GR-Beverages,982
2024-07-01,Grocery,GR-Beverages,1100
2024-07-08,Grocery,GR-Beverages,1076
2024-07-15,Grocery,GR-Beverages,1131
2024-07-22,Grocery,GR-Beverages,1250
2024-07-29,Grocery,GR-Beverages,1053
2024-08-05,Grocery,GR-Beverages,1306
2024-08-12,Grocery,GR-Beverages,1292
2024-08-19,Grocery,GR-Beverages,1273
2024-08-26,Grocery,GR-Beverages,1488
2024-09-02,Grocery,GR-Beverages,1260
2024-09-09,Grocery,GR-Beverages,1179
2024-09-16,Grocery,GR-Beverages,1359
2024-09-23,Grocery,GR-Beverages,1342
2024-09-30,Grocery,GR-Beverages,1272
2024-10-07,Grocery,GR-Beverages,1133
2024-10-14,Grocery,GR-Beverages,1150
2024-10-21,Grocery,GR-Beverages,1465
2024-10-28,Grocery,GR-Beverages,1168
2024-11-04,Grocery,GR-Beverages,1416
2024-11-11,Grocery,GR-Beverages,1348
2024-11-18,Grocery,GR-Beverages,1065
2024-11-25,Grocery,GR-Beverages,1252
2024-12-02,Grocery,GR-Beverages,1267
2024-12-09,Grocery,GR-Beverages,1280
2024-12-16,Grocery,GR-Beverages,1270
2024-12-23,Grocery,GR-Beverages,1236
2024-12-30,Grocery,GR-Beverages,1107
2025-01-06,Grocery,GR-Beverages,1065
2025-01-13,Grocery,GR-Beverages,1042
2025-01-20,Grocery,GR-Beverages,1069
2025-01-27,Grocery,GR-Beverages,942
2025-02-03,Grocery,GR-Beverages,912
2025-02-10,Grocery,GR-Beverages,1117
2025-02-17,Grocery,GR-Beverages,1007
2025-02-24,Grocery,GR-Beverages,997
2025-03-03,Grocery,GR-Beverages,900
2025-03-10,Grocery,GR-Beverages,850
2025-03-17,Grocery,GR-Beverages,869
2025-03-24,Grocery,GR-Beverages,842
2025-03-31,Grocery,GR-Beverages,851
2025-04-07,Grocery,GR-Beverages,794
2025-04-14,Grocery,GR-Beverages,934
2025-04-21,Grocery,GR-Beverages,925
2025-04-28,Grocery,GR-Beverages,965
2025-05-05,Grocery,GR-Beverages,933
2025-05-12,Grocery,GR-Beverages,899
2025-05-19,Grocery,GR-Beverages,1100
2025-05-26,Grocery,GR-Beverages,1050
2025-06-02,Grocery,GR-Beverages,1048
2025-06-09,Grocery,GR-Beverages,1097
2025-06-16,Grocery,GR-Beverages,1037
2025-06-23,Grocery,GR-Beverages,1141
2025-06-30,Grocery,GR-Beverages,1055
2025-07-07,Grocery,GR-Beverages,1219
2025-07-14,Grocery,GR-Beverages,1242
2025-07-21,Grocery,GR-Beverages,1261
2025-07-28,Grocery,GR-Beverages,1250
2025-08-04,Grocery,GR-Beverages,1251
2025-08-11,Grocery,GR-Beverages,1281
2025-08-18,Grocery,GR-Beverages,1344
2025-08-25,Grocery,GR-Beverages,1256
2025-09-01,Grocery,GR-Beverages,1375
2025-09-08,Grocery,GR-Beverages,1393
2025-09-15,Grocery,GR-Beverages,1214
2025-09-22,Grocery,GR-Beverages,1177
2025-09-29,Grocery,GR-Beverages,1364
2025-10-06,Grocery,GR-Beverages,1304
2025-10-13,Grocery,GR-Beverages,1256
2025-10-20,Grocery,GR-Beverages,1209
2025-10-27,Grocery,GR-Beverages,1211
2025-11-03,Grocery,GR-Beverages,1150
2025-11-10,Grocery,GR-Beverages,1250
2025-11-17,Grocery,GR-Beverages,1127
2025-11-24,Grocery,GR-Beverages,1094
2025-12-01,Grocery,GR-Beverages,1208
2025-12-08,Grocery,GR-Beverages,1319
2025-12-15,Grocery,GR-Beverages,1268
2025-12-22,Grocery,GR-Beverages,1128
2023-01-02,Grocery,GR-Produce,683
2023-01-09,Grocery,GR-Produce,637
2023-01-16,Grocery,GR-Produce,636
2023-01-23,Grocery,GR-Produce,592
2023-01-30,Grocery,GR-Produce,630
2023-02-06,Grocery,GR-Produce,566
2023-02-13,Grocery,GR-Produce,579
2023-02-20,Grocery,GR-Produce,608
2023-02-27,Grocery,GR-Produce,610
2023-03-06,Grocery,GR-Produce,725
2023-03-13,Grocery,GR-Produce,566
2023-03-20,Grocery,GR-Produce,555
2023-03-27,Grocery,GR-Produce,654
2023-04-03,Grocery,GR-Produce,654
2023-04-10,Grocery,GR-Produce,666
2023-04-17,Grocery,GR-Produce,627
2023-04-24,Grocery,GR-Produce,555
2023-05-01,Grocery,GR-Produce,628
2023-05-08,Grocery,GR-Produce,582
2023-05-15,Grocery,GR-Produce,662
2023-05-22,Grocery,GR-Produce,780
2023-05-29,Grocery,GR-Produce,666
2023-06-05,Grocery,GR-Produce,701
2023-06-12,Grocery,GR-Produce,773
2023-06-19,Grocery,GR-Produce,630
2023-06-26,Grocery,GR-Produce,772
2023-07-03,Grocery,GR-Produce,710
2023-07-10,Grocery,GR-Produce,696
2023-07-17,Grocery,GR-Produce,724
2023-07-24,Grocery,GR-Produce,689
2023-07-31,Grocery,GR-Produce,819
2023-08-07,Grocery,GR-Produce,773
2023-08-14,Grocery,GR-Produce,739
2023-08-21,Grocery,GR-Produce,806
2023-08-28,Grocery,GR-Produce,672
2023-09-04,Grocery,GR-Produce,585
2023-09-11,Grocery,GR-Produce,865
2023-09-18,Grocery,GR-Produce,732
2023-09-25,Grocery,GR-Produce,820
2023-10-02,Grocery,GR-Produce,703
2023-10-09,Grocery,GR-Produce,636
2023-10-16,Grocery,GR-Produce,680
2023-10-23,Grocery,GR-Produce,806
2023-10-30,Grocery,GR-Produce,762
2023-11-06,Grocery,GR-Produce,688
2023-11-13,Grocery,GR-Produce,763
2023-11-20,Grocery,GR-Produce,691
2023-11-27,Grocery,GR-Produce,710
2023-12-04,Grocery,GR-Produce,623
2023-12-11,Grocery,GR-Produce,542
2023-12-18,Grocery,GR-Produce,674
2023-12-25,Grocery,GR-Produce,698
2024-01-01,Grocery,GR-Produce,598
2024-01-08,Grocery,GR-Produce,731
2024-01-15,Grocery,GR-Produce,649
2024-01-22,Grocery,GR-Produce,723
2024-01-29,Grocery,GR-Produce,656
2024-02-05,Grocery,GR-Produce,681
2024-02-12,Grocery,GR-Produce,596
2024-02-19,Grocery,GR-Produce,527
2024-02-26,Grocery,GR-Produce,724
2024-03-04,Grocery,GR-Produce,674
2024-03-11,Grocery,GR-Produce,642
2024-03-18,Grocery,GR-Produce,556
2024-03-25,Grocery,GR-Produce,657
2024-04-01,Grocery,GR-Produce,556
2024-04-08,Grocery,GR-Produce,646
2024-04-15,Grocery,GR-Produce,674
2024-04-22,Grocery,GR-Produce,659
2024-04-29,Grocery,GR-Produce,581
2024-05-06,Grocery,GR-Produce,682
2024-05-13,Grocery,GR-Produce,666
2024-05-20,Grocery,GR-Produce,697
2024-05-27,Grocery,GR-Produce,750
2024-06-03,Grocery,GR-Produce,644
2024-06-10,Grocery,GR-Produce,641
2024-06-17,Grocery,GR-Produce,571
2024-06-24,Grocery,GR-Produce,807
2024-07-01,Grocery,GR-Produce,669
2024-07-08,Grocery,GR-Produce,813
2024-07-15,Grocery,GR-Produce,761
2024-07-22,Grocery,GR-Produce,823
2024-07-29,Grocery,GR-Produce,765
2024-08-05,Grocery,GR-Produce,786
2024-08-12,Grocery,GR-Produce,742
2024-08-19,Grocery,GR-Produce,792
2024-08-26,Grocery,GR-Produce,691
2024-09-02,Grocery,GR-Produce,832
2024-09-09,Grocery,GR-Produce,647
2024-09-16,Grocery,GR-Produce,725
2024-09-23,Grocery,GR-Produce,730
2024-09-30,Grocery,GR-Produce,758
2024-10-07,Grocery,GR-Produce,739
2024-10-14,Grocery,GR-Produce,676
2024-10-21,Grocery,GR-Produce,737
2024-10-28,Grocery,GR-Produce,549
2024-11-04,Grocery,GR-Produce,670
2024-11-11,Grocery,GR-Produce,702
2024-11-18,Grocery,GR-Produce,654
2024-11-25,Grocery,GR-Produce,747
2024-12-02,Grocery,GR-Produce,668
2024-12-09,Grocery,GR-Produce,695
2024-12-16,Grocery,GR-Produce,590
2024-12-23,Grocery,GR-Produce,701
2024-12-30,Grocery,GR-Produce,681
2025-01-06,Grocery,GR-Produce,544
2025-01-13,Grocery,GR-Produce,700
2025-01-20,Grocery,GR-Produce,551
2025-01-27,Grocery,GR-Produce,544
2025-02-03,Grocery,GR-Produce,648
2025-02-10,Grocery,GR-Produce,693
2025-02-17,Grocery,GR-Produce,631
2025-02-24,Grocery,GR-Produce,586
2025-03-03,Grocery,GR-Produce,555
2025-03-10,Grocery,GR-Produce,554
2025-03-17,Grocery,GR-Produce,606
2025-03-24,Grocery,GR-Produce,617
2025-03-31,Grocery,GR-Produce,550
2025-04-07,Grocery,GR-Produce,634
2025-04-14,Grocery,GR-Produce,492
2025-04-21,Grocery,GR-Produce,632
2025-04-28,Grocery,GR-Produce,575
2025-05-05,Grocery,GR-Produce,562
2025-05-12,Grocery,GR-Produce,764
2025-05-19,Grocery,GR-Produce,687
2025-05-26,Grocery,GR-Produce,643
2025-06-02,Grocery,GR-Produce,605
2025-06-09,Grocery,GR-Produce,767
2025-06-16,Grocery,GR-Produce,696
2025-06-23,Grocery,GR-Produce,651
2025-06-30,Grocery,GR-Produce,557
2025-07-07,Grocery,GR-Produce,775
2025-07-14,Grocery,GR-Produce,771
2025-07-21,Grocery,GR-Produce,762
2025-07-28,Grocery,GR-Produce,665
2025-08-04,Grocery,GR-Produce,619
2025-08-11,Grocery,GR-Produce,820
2025-08-18,Grocery,GR-Produce,726
2025-08-25,Grocery,GR-Produce,798
2025-09-01,Grocery,GR-Produce,577
2025-09-08,Grocery,GR-Produce,729
2025-09-15,Grocery,GR-Produce,793
2025-09-22,Grocery,GR-Produce,740
2025-09-29,Grocery,GR-Produce,859
2025-10-06,Grocery,GR-Produce,791
2025-10-13,Grocery,GR-Produce,795
2025-10-20,Grocery,GR-Produce,764
2025-10-27,Grocery,GR-Produce,698
2025-11-03,Grocery,GR-Produce,654
2025-11-10,Grocery,GR-Produce,643
2025-11-17,Grocery,GR-Produce,762
2025-11-24,Grocery,GR-Produce,664
2025-12-01,Grocery,GR-Produce,539
2025-12-08,Grocery,GR-Produce,667
2025-12-15,Grocery,GR-Produce,650
2025-12-22,Grocery,GR-Produce,608
2023-01-02,Apparel,AP-Footwear,307
2023-01-09,Apparel,AP-Footwear,276
2023-01-16,Apparel,AP-Footwear,377
2023-01-23,Apparel,AP-Footwear,298
2023-01-30,Apparel,AP-Footwear,288
2023-02-06,Apparel,AP-Footwear,326
2023-02-13,Apparel,AP-Footwear,334
2023-02-20,Apparel,AP-Footwear,361
2023-02-27,Apparel,AP-Footwear,349
2023-03-06,Apparel,AP-Footwear,369
2023-03-13,Apparel,AP-Footwear,356
2023-03-20,Apparel,AP-Footwear,353
2023-03-27,Apparel,AP-Footwear,334
2023-04-03,Apparel,AP-Footwear,349
2023-04-10,Apparel,AP-Footwear,377
2023-04-17,Apparel,AP-Footwear,342
2023-04-24,Apparel,AP-Footwear,417
2023-05-01,Apparel,AP-Footwear,382
2023-05-08,Apparel,AP-Footwear,437
2023-05-15,Apparel,AP-Footwear,427
2023-05-22,Apparel,AP-Footwear,389
2023-05-29,Apparel,AP-Footwear,510
2023-06-05,Apparel,AP-Footwear,452
2023-06-12,Apparel,AP-Footwear,377
2023-06-19,Apparel,AP-Footwear,415
2023-06-26,Apparel,AP-Footwear,376
2023-07-03,Apparel,AP-Footwear,362
2023-07-10,Apparel,AP-Footwear,396
2023-07-17,Apparel,AP-Footwear,370
2023-07-24,Apparel,AP-Footwear,412
2023-07-31,Apparel,AP-Footwear,330
2023-08-07,Apparel,AP-Footwear,381
2023-08-14,Apparel,AP-Footwear,410
2023-08-21,Apparel,AP-Footwear,369
2023-08-28,Apparel,AP-Footwear,416
2023-09-04,Apparel,AP-Footwear,411
2023-09-11,Apparel,AP-Footwear,306
2023-09-18,Apparel,AP-Footwear,326
2023-09-25,Apparel,AP-Footwear,315
2023-10-02,Apparel,AP-Footwear,371
2023-10-09,Apparel,AP-Footwear,308
2023-10-16,Apparel,AP-Footwear,259
2023-10-23,Apparel,AP-Footwear,297
2023-10-30,Apparel,AP-Footwear,303
2023-11-06,Apparel,AP-Footwear,305
2023-11-13,Apparel,AP-Footwear,303
2023-11-20,Apparel,AP-Footwear,308
2023-11-27,Apparel,AP-Footwear,285
2023-12-04,Apparel,AP-Footwear,307
2023-12-11,Apparel,AP-Footwear,297
2023-12-18,Apparel,AP-Footwear,300
2023-12-25,Apparel,AP-Footwear,307
2024-01-01,Apparel,AP-Footwear,343
2024-01-08,Apparel,AP-Footwear,331
2024-01-15,Apparel,AP-Footwear,348
2024-01-22,Apparel,AP-Footwear,312
2024-01-29,Apparel,AP-Footwear,288
2024-02-05,Apparel,AP-Footwear,341
2024-02-12,Apparel,AP-Footwear,380
2024-02-19,Apparel,AP-Footwear,359
2024-02-26,Apparel,AP-Footwear,350
2024-03-04,Apparel,AP-Footwear,322
2024-03-11,Apparel,AP-Footwear,393
2024-03-18,Apparel,AP-Footwear,360
2024-03-25,Apparel,AP-Footwear,336
2024-04-01,Apparel,AP-Footwear,414
2024-04-08,Apparel,AP-Footwear,410
2024-04-15,Apparel,AP-Footwear,459
2024-04-22,Apparel,AP-Footwear,371
2024-04-29,Apparel,AP-Footwear,369
2024-05-06,Apparel,AP-Footwear,430
2024-05-13,Apparel,AP-Footwear,487
2024-05-20,Apparel,AP-Footwear,437
2024-05-27,Apparel,AP-Footwear,455
2024-06-03,Apparel,AP-Footwear,377
2024-06-10,Apparel,AP-Footwear,441
2024-06-17,Apparel,AP-Footwear,371
2024-06-24,Apparel,AP-Footwear,356
2024-07-01,Apparel,AP-Footwear,450
2024-07-08,Apparel,AP-Footwear,462
2024-07-15,Apparel,AP-Footwear,389
2024-07-22,Apparel,AP-Footwear,417
2024-07-29,Apparel,AP-Footwear,425
2024-08-05,Apparel,AP-Footwear,392
2024-08-12,Apparel,AP-Footwear,395
2024-08-19,Apparel,AP-Footwear,399
2024-08-26,Apparel,AP-Footwear,352
2024-09-02,Apparel,AP-Footwear,338
2024-09-09,Apparel,AP-Footwear,383
2024-09-16,Apparel,AP-Footwear,437
2024-09-23,Apparel,AP-Footwear,344
2024-09-30,Apparel,AP-Footwear,337
2024-10-07,Apparel,AP-Footwear,405
2024-10-14,Apparel,AP-Footwear,321
2024-10-21,Apparel,AP-Footwear,315
2024-10-28,Apparel,AP-Footwear,392
2024-11-04,Apparel,AP-Footwear,353
2024-11-11,Apparel,AP-Footwear,352
2024-11-18,Apparel,AP-Footwear,266
2024-11-25,Apparel,AP-Footwear,367
2024-12-02,Apparel,AP-Footwear,323
2024-12-09,Apparel,AP-Footwear,362
2024-12-16,Apparel,AP-Footwear,351
2024-12-23,Apparel,AP-Footwear,394
2024-12-30,Apparel,AP-Footwear,368
2025-01-06,Apparel,AP-Footwear,404
2025-01-13,Apparel,AP-Footwear,332
2025-01-20,Apparel,AP-Footwear,394
2025-01-27,Apparel,AP-Footwear,385
2025-02-03,Apparel,AP-Footwear,355
2025-02-10,Apparel,AP-Footwear,333
2025-02-17,Apparel,AP-Footwear,379
2025-02-24,Apparel,AP-Footwear,364
2025-03-03,Apparel,AP-Footwear,386
2025-03-10,Apparel,AP-Footwear,392
2025-03-17,Apparel,AP-Footwear,393
2025-03-24,Apparel,AP-Footwear,429
2025-03-31,Apparel,AP-Footwear,437
2025-04-07,Apparel,AP-Footwear,398
2025-04-14,Apparel,AP-Footwear,412
2025-04-21,Apparel,AP-Footwear,457
2025-04-28,Apparel,AP-Footwear,431
2025-05-05,Apparel,AP-Footwear,436
2025-05-12,Apparel,AP-Footwear,420
2025-05-19,Apparel,AP-Footwear,384
2025-05-26,Apparel,AP-Footwear,451
2025-06-02,Apparel,AP-Footwear,419
2025-06-09,Apparel,AP-Footwear,457
2025-06-16,Apparel,AP-Footwear,446
2025-06-23,Apparel,AP-Footwear,440
2025-06-30,Apparel,AP-Footwear,489
2025-07-07,Apparel,AP-Footwear,416
2025-07-14,Apparel,AP-Footwear,491
2025-07-21,Apparel,AP-Footwear,453
2025-07-28,Apparel,AP-Footwear,538
2025-08-04,Apparel,AP-Footwear,393
2025-08-11,Apparel,AP-Footwear,396
2025-08-18,Apparel,AP-Footwear,429
2025-08-25,Apparel,AP-Footwear,437
2025-09-01,Apparel,AP-Footwear,391
2025-09-08,Apparel,AP-Footwear,422
2025-09-15,Apparel,AP-Footwear,392
2025-09-22,Apparel,AP-Footwear,332
2025-09-29,Apparel,AP-Footwear,386
2025-10-06,Apparel,AP-Footwear,399
2025-10-13,Apparel,AP-Footwear,378
2025-10-20,Apparel,AP-Footwear,358
2025-10-27,Apparel,AP-Footwear,329
2025-11-03,Apparel,AP-Footwear,379
2025-11-10,Apparel,AP-Footwear,399
2025-11-17,Apparel,AP-Footwear,308
2025-11-24,Apparel,AP-Footwear,372
2025-12-01,Apparel,AP-Footwear,296
2025-12-08,Apparel,AP-Footwear,362
2025-12-15,Apparel,AP-Footwear,271
2025-12-22,Apparel,AP-Footwear,355
2023-01-02,Apparel,AP-Outerwear,395
2023-01-09,Apparel,AP-Outerwear,317
2023-01-16,Apparel,AP-Outerwear,329
2023-01-23,Apparel,AP-Outerwear,397
2023-01-30,Apparel,AP-Outerwear,387
2023-02-06,Apparel,AP-Outerwear,416
2023-02-13,Apparel,AP-Outerwear,467
2023-02-20,Apparel,AP-Outerwear,353
2023-02-27,Apparel,AP-Outerwear,416
2023-03-06,Apparel,AP-Outerwear,317
2023-03-13,Apparel,AP-Outerwear,266
2023-03-20,Apparel,AP-Outerwear,352
2023-03-27,Apparel,AP-Outerwear,271
2023-04-03,Apparel,AP-Outerwear,402
2023-04-10,Apparel,AP-Outerwear,408
2023-04-17,Apparel,AP-Outerwear,382
2023-04-24,Apparel,AP-Outerwear,288
2023-05-01,Apparel,AP-Outerwear,311
2023-05-08,Apparel,AP-Outerwear,266
2023-05-15,Apparel,AP-Outerwear,309
2023-05-22,Apparel,AP-Outerwear,269
2023-05-29,Apparel,AP-Outerwear,326
2023-06-05,Apparel,AP-Outerwear,291
2023-06-12,Apparel,AP-Outerwear,229
2023-06-19,Apparel,AP-Outerwear,296
2023-06-26,Apparel,AP-Outerwear,249
2023-07-03,Apparel,AP-Outerwear,256
2023-07-10,Apparel,AP-Outerwear,225
2023-07-17,Apparel,AP-Outerwear,248
2023-07-24,Apparel,AP-Outerwear,237
2023-07-31,Apparel,AP-Outerwear,224
2023-08-07,Apparel,AP-Outerwear,233
2023-08-14,Apparel,AP-Outerwear,213
2023-08-21,Apparel,AP-Outerwear,206
2023-08-28,Apparel,AP-Outerwear,183
2023-09-04,Apparel,AP-Outerwear,155
2023-09-11,Apparel,AP-Outerwear,235
2023-09-18,Apparel,AP-Outerwear,226
2023-09-25,Apparel,AP-Outerwear,192
2023-10-02,Apparel,AP-Outerwear,248
2023-10-09,Apparel,AP-Outerwear,241
2023-10-16,Apparel,AP-Outerwear,249
2023-10-23,Apparel,AP-Outerwear,311
2023-10-30,Apparel,AP-Outerwear,300
2023-11-06,Apparel,AP-Outerwear,240
2023-11-13,Apparel,AP-Outerwear,299
2023-11-20,Apparel,AP-Outerwear,344
2023-11-27,Apparel,AP-Outerwear,363
2023-12-04,Apparel,AP-Outerwear,355
2023-12-11,Apparel,AP-Outerwear,333
2023-12-18,Apparel,AP-Outerwear,375
2023-12-25,Apparel,AP-Outerwear,294
2024-01-01,Apparel,AP-Outerwear,437
2024-01-08,Apparel,AP-Outerwear,389
2024-01-15,Apparel,AP-Outerwear,376
2024-01-22,Apparel,AP-Outerwear,375
2024-01-29,Apparel,AP-Outerwear,421
2024-02-05,Apparel,AP-Outerwear,378
2024-02-12,Apparel,AP-Outerwear,374
2024-02-19,Apparel,AP-Outerwear,375
2024-02-26,Apparel,AP-Outerwear,502
2024-03-04,Apparel,AP-Outerwear,413
2024-03-11,Apparel,AP-Outerwear,438
2024-03-18,Apparel,AP-Outerwear,425
2024-03-25,Apparel,AP-Outerwear,375
2024-04-01,Apparel,AP-Outerwear,429
2024-04-08,Apparel,AP-Outerwear,379
2024-04-15,Apparel,AP-Outerwear,344
2024-04-22,Apparel,AP-Outerwear,324
2024-04-29,Apparel,AP-Outerwear,337
2024-05-06,Apparel,AP-Outerwear,322
2024-05-13,Apparel,AP-Outerwear,376
2024-05-20,Apparel,AP-Outerwear,226
2024-05-27,Apparel,AP-Outerwear,339
2024-06-03,Apparel,AP-Outerwear,335
2024-06-10,Apparel,AP-Outerwear,323
2024-06-17,Apparel,AP-Outerwear,243
2024-06-24,Apparel,AP-Outerwear,229
2024-07-01,Apparel,AP-Outerwear,276
2024-07-08,Apparel,AP-Outerwear,250
2024-07-15,Apparel,AP-Outerwear,233
2024-07-22,Apparel,AP-Outerwear,197
2024-07-29,Apparel,AP-Outerwear,206
2024-08-05,Apparel,AP-Outerwear,181
2024-08-12,Apparel,AP-Outerwear,245
2024-08-19,Apparel,AP-Outerwear,230
2024-08-26,Apparel,AP-Outerwear,197
2024-09-02,Apparel,AP-Outerwear,234
2024-09-09,Apparel,AP-Outerwear,217
2024-09-16,Apparel,AP-Outerwear,170
2024-09-23,Apparel,AP-Outerwear,241
2024-09-30,Apparel,AP-Outerwear,215
2024-10-07,Apparel,AP-Outerwear,253
2024-10-14,Apparel,AP-Outerwear,242
2024-10-21,Apparel,AP-Outerwear,237
2024-10-28,Apparel,AP-Outerwear,269
2024-11-04,Apparel,AP-Outerwear,327
2024-11-11,Apparel,AP-Outerwear,266
2024-11-18,Apparel,AP-Outerwear,285
2024-11-25,Apparel,AP-Outerwear,277
2024-12-02,Apparel,AP-Outerwear,323
2024-12-09,Apparel,AP-Outerwear,395
2024-12-16,Apparel,AP-Outerwear,403
2024-12-23,Apparel,AP-Outerwear,408
2024-12-30,Apparel,AP-Outerwear,417
2025-01-06,Apparel,AP-Outerwear,474
2025-01-13,Apparel,AP-Outerwear,483
2025-01-20,Apparel,AP-Outerwear,496
2025-01-27,Apparel,AP-Outerwear,386
2025-02-03,Apparel,AP-Outerwear,401
2025-02-10,Apparel,AP-Outerwear,472
2025-02-17,Apparel,AP-Outerwear,470
2025-02-24,Apparel,AP-Outerwear,410
2025-03-03,Apparel,AP-Outerwear,422
2025-03-10,Apparel,AP-Outerwear,473
2025-03-17,Apparel,AP-Outerwear,417
2025-03-24,Apparel,AP-Outerwear,382
2025-03-31,Apparel,AP-Outerwear,423
2025-04-07,Apparel,AP-Outerwear,374
2025-04-14,Apparel,AP-Outerwear,413
2025-04-21,Apparel,AP-Outerwear,386
2025-04-28,Apparel,AP-Outerwear,352
2025-05-05,Apparel,AP-Outerwear,317
2025-05-12,Apparel,AP-Outerwear,376
2025-05-19,Apparel,AP-Outerwear,293
2025-05-26,Apparel,AP-Outerwear,315
2025-06-02,Apparel,AP-Outerwear,286
2025-06-09,Apparel,AP-Outerwear,286
2025-06-16,Apparel,AP-Outerwear,261
2025-06-23,Apparel,AP-Outerwear,290
2025-06-30,Apparel,AP-Outerwear,253
2025-07-07,Apparel,AP-Outerwear,213
2025-07-14,Apparel,AP-Outerwear,200
2025-07-21,Apparel,AP-Outerwear,244
2025-07-28,Apparel,AP-Outerwear,215
2025-08-04,Apparel,AP-Outerwear,245
2025-08-11,Apparel,AP-Outerwear,225
2025-08-18,Apparel,AP-Outerwear,243
2025-08-25,Apparel,AP-Outerwear,181
2025-09-01,Apparel,AP-Outerwear,208
2025-09-08,Apparel,AP-Outerwear,251
2025-09-15,Apparel,AP-Outerwear,195
2025-09-22,Apparel,AP-Outerwear,253
2025-09-29,Apparel,AP-Outerwear,241
2025-10-06,Apparel,AP-Outerwear,281
2025-10-13,Apparel,AP-Outerwear,255
2025-10-20,Apparel,AP-Outerwear,253
2025-10-27,Apparel,AP-Outerwear,315
2025-11-03,Apparel,AP-Outerwear,375
2025-11-10,Apparel,AP-Outerwear,275
2025-11-17,Apparel,AP-Outerwear,340
2025-11-24,Apparel,AP-Outerwear,314
2025-12-01,Apparel,AP-Outerwear,378
2025-12-08,Apparel,AP-Outerwear,390
2025-12-15,Apparel,AP-Outerwear,354
2025-12-22,Apparel,AP-Outerwear,337
2023-01-02,Apparel,AP-Basics,473
2023-01-09,Apparel,AP-Basics,471
2023-01-16,Apparel,AP-Basics,492
